719.1887263,9345.257897,10064.44662
724.0956099,9389.263677,10113.35929
725.3180416,9373.673819,10098.99186
734.2224913,9373.248289,10107.47078
739.60548,9372.392932,10111.99841
746.5111466,9371.07336,10117.58451
748.2439972,9357.821766,10106.06576
749.9596907,9329.71532,10079.67501
750.3628787,9323.54729,10073.91017
750.5215804,9318.367864,10068.88944
750.5987866,9305.937241,10056.53603
751.2421717,9307.140759,10058.38293
751.3236671,9298.251918,10049.57559
751.2250148,9286.801303,10038.02632
751.907003,9277.297808,10029.20481
751.6239135,9269.67696,10021.30087
751.4652119,9281.793808,10033.25902
751.6196243,9261.334,10012.95362
752.2458524,9254.81781,10007.06366
751.688252,9248.705657,10000.39391
753.8671829,9242.976051,9996.843234
753.9400999,9229.711562,9983.651662
756.1018738,9228.29313,9984.395004
756.8053082,9216.288037,9973.093345
758.7955127,9205.718569,9964.514082
764.4873262,9200.057736,9964.545062
769.3298713,9189.140107,9958.469978
776.7459568,9179.46898,9956.214937
783.6816482,9168.418105,9952.099753
787.4647525,9160.921906,9948.386659
794.2460314,9155.566251,9949.812282
800.3152975,9152.772369,9953.087667
808.4047927,9140.866137,9949.27093
814.624182,9129.570259,9944.194441
859.339446,9118.772983,9978.112429
847.0765261,9106.978505,9954.055031
853.2187092,9099.654238,9952.872947
859.2579506,9093.400242,9952.658193
866.7555316,9091.18233,9957.937862
873.4982074,9080.995409,9954.493616
877.8389121,9074.118163,9951.957075
885.0448252,9067.679341,9952.724166
891.9376242,9057.728825,9949.666449
900.258738,9056.826187,9957.084925
906.7269029,9051.810095,9958.536998
912.4015594,9043.828191,9956.22975
918.9855335,9036.508222,9955.493756
925.9298033,9030.924758,9956.854561
933.5517721,9020.712047,9954.263819
945.8404274,9002.637784,9948.478211
953.6639901,8996.886687,9950.550677
959.0727141,8993.215957,9952.288671
965.9955378,8987.237051,9953.232589
972.2621086,8977.144692,9949.406801
978.8975535,8969.708669,9948.606223
985.9190295,8959.24236,9945.16139
992.6059453,8950.886506,9943.492451
1000.120683,8947.761657,9947.88234
1005.992644,8947.069634,9953.062278
1012.51228,8945.909099,9958.421379
1019.203485,8944.920494,9964.123979
1025.036843,8944.623913,9969.660756
1032.5044,8944.817336,9977.321736
1038.367782,8934.265061,9972.632843
1043.729325,8924.495073,9968.224398
1052.655221,8919.371524,9972.026745
1059.891158,8918.70959,9978.600748
1066.736776,8918.28406,9985.020836
1071.965352,8918.860029,9990.825381
1079.012563,8919.797054,9998.809617
1086.510144,8919.676702,10006.18685
1092.888235,8919.625123,10012.51336
1098.948923,8915.765268,10014.71419
1105.884614,8907.59424,10013.47885
1113.46798,8899.156719,10012.6247
1119.695948,8894.73379,10014.42974
1126.374285,8885.157224,10011.53151
1133.524438,8875.116444,10008.64088
1140.713194,8871.346854,10012.06005
1146.040423,8861.258793,10007.29922
1153.066188,8851.690824,10004.75701
1160.439381,8846.85526,10007.29464
1167.272131,8843.524094,10010.79623
1175.138586,8834.49341,10009.632
1181.726849,8825.350971,10007.07782
1187.706041,8813.917549,10001.62359
1194.783277,8802.780708,9997.563985
1201.169947,8792.38747,9993.557417
1206.844603,8781.487034,9988.331637
1212.171832,8774.661367,9986.833199
1220.986208,8774.15417,9995.140378
1226.986846,8774.313207,10001.30005
1233.575109,8776.00243,10009.57754
1241.733232,8776.969543,10018.70278
1248.227133,8777.343493,10025.57063
1254.519439,8776.011027,10030.53047
1261.708195,8775.447952,10037.15615
1268.262144,8774.562507,10042.82465
1281.27568,8773.25583,10054.53151
1288.249975,8772.469245,10060.71922
1290.325964,8769.395976,10059.72194
1298.02085,8768.26123,10066.28208
1304.823575,8759.312213,10064.13579
1310.699825,8757.175969,10067.87579
1317.155122,8756.802018,10073.95714
1324.309565,8756.746141,10081.05571
1330.220129,8757.614393,10087.83452
1336.992829,8757.22325,10094.21608
1343.032071,8746.064918,10089.09699
1349.272906,8741.521637,10090.79454
1356.959214,8730.801729,10087.76094
1362.693919,8723.48176,10086.17568
1368.999093,8717.275045,10086.27414
1374.712353,8706.834526,10081.54688
1381.116179,8697.03445,10078.15063
1387.798806,8687.457884,10075.25669
1395.330701,8688.04245,10083.37315
1401.811733,8677.374122,10079.18586
1407.979651,8667.195797,10075.17545
1412.676363,8658.42301,10071.09937
1422.352875,8650.982689,10073.33556
1428.263439,8643.430613,10071.69405
1434.620084,8636.540472,10071.16056
1441.276975,8633.716503,10074.99348
1446.239618,8628.524182,10074.7638
1452.235968,8618.328664,10070.56463
1459.489062,8609.100259,10068.58932
1465.918624,8600.838967,10066.75759
1471.687644,8599.240007,10070.92765
1477.280805,8598.479212,10075.76002
1485.25878,8597.868856,10083.12764
1490.774735,8588.554486,10079.32922
1497.187139,8579.472222,10076.65936
1503.003341,8571.150754,10074.1541
1509.287068,8567.944238,10077.23131
1516.587345,8568.429944,10085.01729
1523.475854,8568.56319,10092.03904
1529.682376,8568.008712,10097.69109
1537.085594,8567.927045,10105.01264
1543.343586,8561.918051,10105.26164
1550.330748,8551.017616,10101.34836
1557.43372,8542.511322,10099.94504
1562.632271,8542.150266,10104.78254
1569.151907,8541.61728,10110.76919
1575.208305,8539.854985,10115.06329
1581.17034,8529.659468,10110.82981
1589.723073,8521.329403,10111.05248
1601.166749,8508.778429,10109.94518
1607.986631,8504.321113,10112.30774
1615.295486,8500.852402,10116.14789
1621.506297,8499.820815,10121.32711
1628.347625,8490.51934,10118.86697
1635.716529,8480.964266,10116.6808
1643.793156,8470.906293,10114.69945
1648.562784,8463.358515,10111.9213
1655.635731,8463.736764,10119.3725
1662.005244,8463.491762,10125.49701
1666.474626,8462.632106,10129.10673
1674.28961,8463.169391,10137.459
1681.255326,8463.014653,10144.26998
1687.483293,8460.788144,10148.27144
1694.706363,8448.907701,10143.61406
1700.672688,8441.639312,10142.312
1705.836926,8441.170799,10147.00773
1715.783659,8436.829537,10152.6132
1722.204642,8430.30475,10152.50939
1727.776357,8427.265867,10155.04222
1735.509846,8416.636223,10152.14607
1741.767839,8404.644025,10146.41186
1748.986619,8399.91162,10148.89824
1754.180882,8391.022779,10145.20366
1761.283853,8379.576462,10140.86032
1768.807169,8374.904233,10143.7114
1778.633804,8372.136141,10150.76995
